SKU,End Customer,Region,Group(MPN),Business Unit,Family,Types,Type,Variable,07/01/2018,07/08/2018,07/15/2018,07/22/2018,07/29/2018,08/05/2018,08/12/2018,08/19/2018,08/26/2018,09/02/2018,09/09/2018,09/16/2018,09/23/2018,09/30/2018,10/07/2018,10/14/2018,10/21/2018,10/28/2018,11/04/2018,11/11/2018,11/18/2018,11/25/2018,12/02/2018,12/09/2018,12/16/2018,12/23/2018,12/30/2018,01/06/2019,01/13/2019,01/20/2019,01/27/2019,02/03/2019,02/10/2019,02/17/2019,02/24/2019,03/03/2019,03/10/2019,03/17/2019,03/24/2019,03/31/2019,04/07/2019,04/14/2019,04/21/2019,04/28/2019,05/05/2019,05/12/2019,05/19/2019,05/26/2019,06/02/2019,06/09/2019,06/16/2019,06/23/2019,06/30/2019,07/07/2019,07/14/2019,07/21/2019,07/28/2019,08/04/2019,08/11/2019,08/18/2019,08/25/2019,09/01/2019,09/08/2019,09/15/2019,09/22/2019,09/29/2019,10/06/2019,10/13/2019,10/20/2019,10/27/2019,11/03/2019,11/10/2019,11/17/2019,11/24/2019,12/01/2019,12/08/2019,12/15/2019,12/22/2019,12/29/2019,01/05/2020,01/12/2020,01/19/2020,01/26/2020,02/02/2020,02/09/2020,02/16/2020,02/23/2020,03/01/2020,03/08/2020,03/15/2020,03/22/2020,03/29/2020,04/05/2020,04/12/2020,04/19/2020,04/26/2020,05/03/2020,05/10/2020,05/17/2020,05/24/2020,05/31/2020,06/07/2020,06/14/2020,06/21/2020,06/28/2020,07/05/2020,07/12/2020,07/19/2020,07/26/2020,08/02/2020,08/09/2020,08/16/2020,08/23/2020,08/30/2020
900-5G160-0150-001,,,RTX4000 (TU104-850),WS,U104,BD,Raw Demand,Demand,,,,,,,,,,,,,,,,,,95,95,95,95,95,70,95,95,55,25,30,30,,30,30,30,55,25,25,25,350,410,410,435,125,65,90,90,175,400,375,375,325,275,350,475,555,725,1050,1150,1225,1175,950,925,1175,1075,1525,1550,1425,1575,1450,1525,1900,2200,2525,2675,2650,2800,2350,2625,4150,4775,8575,7850,5925,6957,4407,5482,6157,5475,4300,3302,4652,8252,8031,13952,12052,7052,6748,1429,1429,1504,1679,1375,1650,1675,1550,1575,1550,1500,1910,1785,1735,1839,1697,2263,3128
900-5G160-0150-001,,,RTX4000 (TU104-850),WS,U104,BD,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.75,137.5,206.25,331.25,300,268.75,237.5,1122.5,1795,2467.5,3140,2840,3261.25,2870,2478.75,2087.5,1706.25,1731.25,1756.25,1781.25,1456.25,1632.5,1808.75,1985,2080,2216.25,2133.75,2051.25,1968.75,2043.75,2250,2456.25,2662.5,2786.25,2827.499,2868.747,2909.996,2739.994,3142.494,3601.245,4059.997,4518.748,4849.999,5043.749,5237.499,4843.749,4864.998,4967.497,5069.996,5759.996,5759.996,5732.496,5704.996,5677.496,5649.996,5943.746,6237.495,6531.244,6824.994,8863.744,10902.494,12941.244,14979.994,14979.994,12359.993,9739.992,7119.991,4499.99,3518.741,2537.491,1556.242,574.992,486.244,397.496,308.748,220,220,421.248,622.496,823.743,1024.991,1681.241,2337.492,2993.742,3649.992
900-5G160-0150-001,,,RTX4000 (TU104-850),WS,U104,BD,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,138,207,332.25,300.75,269.25,237.75,1122.3,1794.6,2466.9,3139.2,2839.2,3260.4,2869.35,2478.3,2087.25,1706.25,1731,1755.75,1780.5,1455.3,1632,1808.7,1985.4,2080.8,2216.6,2134.4,2052.2,1970,2045.5,2251.5,2457.5,2663.5,2787.8,2828,2868.2,2908.4,2736.8,3138.85,3598.65,4058.45,4518.25,4851,5043.5,5236,4842.75,4864.75,4969.25,5073.75,5764,5764,5736.5,5709,5681.5,5654,5945.5,6237,6528.499,6819.999,8859.399,10898.8,12938.2,14977.6,14977.6,12357.95,9738.3,7118.65,4499,3517.25,2535.5,1553.75,572,484,396,308,220,220,420.75,621.5,822.25,1023,1679.25,2335.5,2991.75,3648
900-5G160-0150-001,,,RTX4000 (TU104-850),WS,U104,BD,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4494,4199,4471,4505,4585,4789,4634,4812,5794,5979,6595,6330,6174,7011,6996,6898,6469,6804,6517,6151,6496,6744,8223,7926,8785,7607,7821,8695,9768,11209,10696,10193,9663,20049,27256,25508,25185,17443,9529,7175,6721,6062,1915,1472,1120,1487,1770,1454,2337,2784,3328,3855,3972,4056,4261,4992
900-5G160-0150-001,,,RTX4000 (TU104-850),WS,U104,BD,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,55,25,,,,,30,30,30,25,25,25,741,1128,2324,3584,1975,2184,2151,1033,957,1022,1207,1219,1253,1321,1423,1263,1548,1400,1654,1998,2218,2491,2341,2693,2881,3220,3771,3850,4086,4776,4777,5363,5070,5220,6168,6313,6419,6100,6595,6396,6068,6481,6386,7332,6466,6714,5229,5049,5561,6265,7208,6839,6289,5945,16465,16856,15827,16028,8349,7012,4586,4054,4045,779,464,312,515,473,268,577,774,1069,1091,1470,1805,2262,3128
900-5G160-0150-001,,,RTX4000 (TU104-850),WS,U104,BD,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900-5G160-1750-000,,,RTX4000 (TU104-850),WS,U104,BD,Raw Demand,Demand,,,,,,,,,,,,,,,,,,700,700,710,710,710,710,705,2105,2110,2110,2110,705,700,700,700,1300,600,600,600,,,,,600,606,600,606,6,6,6,,,,,,50,50,400,860,910,910,1190,730,630,880,650,650,1350,1400,1000,2000,1350,1630,2130,730,1080,300,900,900,1050,1640,1540,1740,1690,1100,200,2250,2250,2200,2800,1350,2025,3225,2925,3200,4090,2890,4115,3665,1250,1250,3,753,753,753,750,,,,,,10,12,12,12,2,
900-5G160-1750-000,,,RTX4000 (TU104-850),WS,U104,BD,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,200,375,550,550,890,1255,1620,2160,2160,2032.5,1805,1577.5,1350,1350,1450,1550,1650,1447.5,1136,824.5,513,404,503,602,701,800,800,650,500,350,250,310,370,430,440,492.5,572.5,652.5,732.5,732.5,817.5,902.5,987.5,1025,990,955,920,960,1057.5,1242.5,1427.5,1612.5,1462.5,1317.5,1172.5,877.5,1044,1118,1192,1416,1416,1454.5,1493,1531.5,1570,1602.5,1635,1667.5,1700,2234,2768,3302,3836,3836,3389.5,2943,2496.5,2050,1956.75,1863.5,1770.25,1677,1257.75,838.5,419.25,,,,,,,200,400,600,800
900-5G160-1750-000,,,RTX4000 (TU104-850),WS,U104,BD,Raw Forecast,JFF,,,,,,,,,,,,,,,,,1762.5,3525,5287.5,5487.5,4100,2712.5,2500,2840,3005,3170,2160,2160,2032.5,1805,1577.5,1350,1350,1450,1550,1650,1447.5,1536,1624.5,1713,2004,1703,1402,1101,800,800,650,500,350,250,310,370,430,440,492.5,572.5,652.5,732.5,732.5,817.5,902.5,987.5,1025,990,955,920,960,1057.5,1242.5,1427.5,1612.5,1462.5,1317.5,1172.5,877.5,1044,1118,1192,1416,1416,1454.5,1493,1531.5,1570,1602.5,1635,1667.5,1700,2014,2328,2642,2956,2956,2729.5,2503,2276.5,2050,1956.75,1863.5,1770.25,1677,1257.75,838.5,419.25,,,,,,,200,400,600,800
900-5G160-1750-000,,,RTX4000 (TU104-850),WS,U104,BD,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842,936,771,915,407,376,591,700,736,795,1481,1578,2095,800,1164,837,600,600,800,1140,800,1150,1881,1625,1176,2209,2975,2990,3157,1632,2015,3378,3816,4674,3269,2190,3926,4621,2330,2446,481,1812,2496,3359,3845,3237,5007,5235,4769,4108,3369,730,775,799,795,780
900-5G160-1750-000,,,RTX4000 (TU104-850),WS,U104,BD,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,700,700,710,710,710,2110,2110,2110,705,,700,700,700,600,600,600,,,,,,,600,600,6,6,6,,,,,,,,50,210,710,810,560,730,630,780,300,300,550,700,736,700,1300,1350,1830,630,1080,800,600,600,800,1140,590,940,1290,700,200,1000,2000,2250,2550,1150,1550,2850,3175,3175,1900,890,2765,4315,1900,2000,,750,750,753,750,,1650,1650,1650,1650,1650,,10,12,2,
900-5G160-1750-000,,,RTX4000 (TU104-850),WS,U104,BD,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900-61852-5205-310,,,Audi/Bosch P1852,EA,T030,BD,Raw Demand,Demand,55750,57000,54700,50650,34800,32100,28600,36500,52100,55250,65350,59700,60050,63550,53800,52200,52900,50700,55950,61400,60000,58250,52250,36100,29400,33300,41600,57050,67850,64550,64650,63750,61350,61500,59250,56400,53550,53700,52350,50850,43500,42900,43950,47850,53850,55350,52200,47400,41850,37500,34800,33750,34800,32400,32100,29100,20850,17850,15600,18900,28950,32850,38975,39575,40775,44175,41500,42400,41050,36450,39350,39650,36500,35150,28950,18600,15750,17250,19500,26550,31200,30300,28950,28050,25800,24600,24600,22800,20400,14700,8250,7950,6000,9450,9450,5850,10350,15150,21500,25100,24350,21500,19650,21000,20700,20400,21600,18300,12900,10050,9969,13692,18589,20622
900-61852-5205-310,,,Audi/Bosch P1852,EA,T030,BD,Raw Forecast,BUF,73757.8,75736,65117.5,57531.75,49946,42360.25,47939.25,54362.75,60786.25,67209.75,67756.85,66744.9,65732.95,64721,67039.2,65971.15,65042.1,64113.05,63184,60089.5,57412,54734.5,52413.5,51215.25,49461,47706.75,45596,45596,48776,54420,60064,65708,66055,62795.75,59536.5,56277.25,54072.05,52096.7,50121.35,48146,47233.6,48373.2,49453.05,50532.9,51612.75,52438.5,50444.75,48451,46457.25,44814.3,43507,42199.7,40892.4,38348.8,33447.1,29242.65,25038.2,20833.75,27604.5,33540.25,39476,45411.75,43782.5,45193.8,46605.1,48016.4,50919.2,45639.9,42664.35,39688.8,36713.25,36781.75,33960.75,31139.75,28437.75,26685.15,25518.3,24351.45,23065.6,23065.6,24337.7,25609.8,26881.9,28154,27739.5,27325,26910.5,26496,23924,21352,18780,16208,16208,13018.5,9829,6639.5,3450,8999.25,14548.5,20097.75,25647,24584.05,23521.1,22458.15,21395.2,21395.2,19712.4,18029.6,16346.8,14664,15485.25,16306.5,17127.75,17949
900-61852-5205-310,,,Audi/Bosch P1852,EA,T030,BD,Raw Forecast,JFF,73757.8,75736,65117.5,57531.75,49946,42360.25,47939.25,54362.75,60786.25,67209.75,67756.85,66744.9,65732.95,64721,67039.2,65971.15,65042.1,64113.05,63184,60089.5,57412,54734.5,52413.5,51215.25,49461,47706.75,45596,45596,48776,52476.5,56177,59877.5,60224.5,58908.75,57593,56277.25,53432.85,51624.1,49815.35,48006.6,47900,44979.75,43492,42004.25,40516.5,42834.25,43241.5,43648.75,44056,40197.9,39930.6,39663.3,39396,42508.8,37492.85,32248.4,27003.95,21759.5,27604.5,33540.25,39476,45411.75,43782.5,39724,35665.5,31607,29040,29230.5,30922.5,32614.5,34306.5,33572.5,31553.75,29535,27635.25,26685.15,25518.3,24351.45,23065.6,23065.6,24920.95,26776.3,28631.65,30487,29489.25,28491.5,27493.75,26496,19818,13140,6462,0,0,3704.75,7625.5,11546.25,15467,15174.25,14881.5,14588.75,14296,13092.9,11889.8,10686.7,9483.6,9483.6,10673.7,11863.8,13053.9,14244,15157.5,16071,16984.5,17898
900-61852-5205-310,,,Audi/Bosch P1852,EA,T030,BD,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55379,62867,77431,84738,91571,86653,85365,79413,75523,72723,72434,66809,58283,56349,52977,49723,40220,33313,27972,30716,29965,34080,35951,8164,17525,25290,28052,30055,32759,36050,36346,34929,30930,24142,15166,20771,24746,25556,30015,15598,40515,42069,38879,32257,28999,32484,38446,41187,42082,38086,30860,29304,32272,28356,36428
900-61852-5205-310,,,Audi/Bosch P1852,EA,T030,BD,Raw Forecast,RollingDemand,73794,76926,68749,62686,61149,61246,51423,50074,60515,71287,85968,78941,65126,64913,67681,61995,58476,59164,67811,67199,66564,60569,64863,52202,53100,59594,60585,77565,26513,75759,74074,67470,53323,56652,56394,50986,49607,49607,46523,46932,43486,42421,44195,48275,48864,49805,48544,44569,43578,35517,35501,35505,38078,36490,34663,22419,23694,18546,21149,26247,38613,45274,53402,51149,52845,50048,45627,44485,45888,41341,36289,35675,33953,32350,24675,18252,14632,18047,20634,28830,31604,5358,13127,19141,21304,22577,24372,26496,27938,27710,26212,22342,14166,19502,22102,18422,17901,,21603,24604,25394,20345,19016,19014,18611,20662,20631,19599,16020,14244,16857,12466,20215,20622
900-61852-5205-310,,,Audi/Bosch P1852,EA,T030,BD,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930-13700-2500-000,,,SHIELD Accessory,MG,NOCH,BD,Raw Demand,Demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,3320,8103,11665,15813,15043,3260,9555,9471,14922,19158,15271,16407,17308,5066,5558,5947,5393,5254,4595,3835,2736,2521,2323,2917,2685,2143,3122,2614,2856,3867,2763,2403,2214,1950
930-13700-2500-000,,,SHIELD Accessory,MG,NOCH,BD,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250,2500,3750,5000,4002,4002,4002,4002,4173.6,3723.6,3273.6,2823.6,3200,2737.75,2297.5,1857.25,1417,1239.75,880,520.25,160.5,,,,,,187.5,375,562.5,750,3060,5370,7680,9990,9042.5,8095,7147.5,6200,6200,5793,5386,4979,4572,4472,4372,4272,4172,4874.6,5577.2,6279.8,6982.4,6982.4,5962.3,4942.2,3922.1,2902,2769.5,2637,2504.5,2372
930-13700-2500-000,,,SHIELD Accessory,MG,NOCH,BD,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1720,1720,1720,1720,,,,,,,,,,1597,3194,4791,6388,6388,4791,3194,1597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930-13700-2500-000,,,SHIELD Accessory,MG,NOCH,BD,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,38,43,49,57,68,85,70,52,30,0,0,0,0,0,0,0,0,0,0,0,,,,221,8700,9600,12628,13668,15428,16098,17890,9572,15492,12812,15032,16532,18278,19305,20575,5771,5552,5293,4512,4000,3383,3273,2494,2877,2840,4005,2851,1838,1898,2114,2014
930-13700-2500-000,,,SHIELD Accessory,MG,NOCH,BD,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,8700,9600,12628,13668,15428,16098,17890,9572,15492,12812,15032,16532,17912,18620,19620,4600,4590,4650,4000,3660,3200,3090,2450,2650,2457,3522,2302,1500
930-13700-2500-000,,,SHIELD Accessory,MG,NOCH,BD,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2680,0,0,0,0,0,0,0,0,0,0,4319,14238,23557,32292,39279,45579,50908,56124,60847,64594,67315,69132,70331,70430,71018
945-12897-2500-101,,,SHIELD Console,MG,T214,SY,Raw Demand,Demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6048,6048,11088,11088,9516,9694,9402,9114,15984,12070,12668,11546,14582,40465,44677,35831,28343,26909,21885,21740,15409,8596,9027,9252,9144,7731,8855,6564,9830,12940,16016,18399,17710,16589,15560,17387,11052,12481,15378,22839,31379,23748,24181,30354,24585,32160,23359,25696,29242,18822,19647,14514,8829,19494,19917,17418,16827,6234
945-12897-2500-101,,,SHIELD Console,MG,T214,SY,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778.25,5556.5,8334.75,11113,10549.75,10549.75,10549.75,10549.75,11953.75,13375.5,14797.25,16219,16800,15346.75,15852,16357.25,16862.5,16157,17642.75,19128.5,20614.25,21669.4,18574.8,15480.2,12385.6,12385.6,13854.2,15322.8,16791.4,18260,21785,25310,28835,32360,25950,19540,13130,6720,6720,10590,14460,18330,22200,22897.75,23595.5,24293.25,24991,23623.05,22255.1,20887.15,19519.2,19519.2,18282.65,17046.1,15809.55,14573,16592.75,18612.5,20632.25,22652
945-12897-2500-101,,,SHIELD Console,MG,T214,SY,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4676,7443.2,10210.4,12977.6,11068.8,8301.6,5534.4,2767.2,,,,,,4594,9188,13782,18376,18376,13782,9188,4594,,,,,,,,,,,,,,,,,,,5365.2,10730.4,16095.599,21460.799,21460.799,16095.599,10730.4,5365.2,,,,,
945-12897-2500-101,,,SHIELD Console,MG,T214,SY,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13930,13818,14662,15678,15832,15018,14047,12529,10601,9288,5031,5622,14551,12006,35176,31763,24558,24228,18681,14872,12644,10658,11524,11281,13906,14919,13019,10081,20534,19603,21534,24882,28534,31702,18930,22464,22927,21203,21452,9443,24092,29243,27889,35458,29037,33489,32123,25994,26343,22633,22394,24598,19358,16608,28467,18178
945-12897-2500-101,,,SHIELD Console,MG,T214,SY,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11088,11088,11088,11088,11088,11088,11088,11108,9914,7238,2354,2892,11780,10480,34060,30010,22064,21964,16764,12001,10555,8797,7151,5596,4894,2248,2280,2298,16078,18806,21534,24882,27990,31158,18386,18536,15877,13946,14026,5131,23265,28449,27264,34662,27948,32124,30308,24170,22390,15894,12584,12539,6916,4416,16810,6234
945-12897-2500-101,,,SHIELD Console,MG,T214,SY,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,996,154,0,10453,19567,4481,5247,3631,5332,2748,3088,10272,13398,16217,18390,21365,25647,30689,33160,32637,33671,34216,32553,33221,33440,33843,34142,34212,34499,36391,35244,33930,36316,38390,31727,29700,30130,34078,39539,45133,54994,62182,76280,91492,104983,124538,154748,176874,176874
945-12897-2505-101,,,SHIELD Console,MG,T214,SY,Raw Demand,Demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1607,1303,2366,2150,4382,6493,5646,7590,19140,15002,14366,17090,17620,14724,11172,9436,11024,12486,11218,10638,8794,15474,14562,13006,13006,17466,17466,17438,17466,17466,17322,17322,17294,16574,12588,17294,12388,15710,21758,20306,19920,13686,19562,15818,14716,18340,12416,17912,16050,13916,18236,16052,13892,10590
945-12897-2505-101,,,SHIELD Console,MG,T214,SY,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720.25,886.75,1053.25,1219.75,635.75,613,590.25,567.5,542.25,509.5,476.75,444,444,729.25,1014.5,1299.75,1585,1590,1595,1600,1605,3281.75,4958.5,6635.25,8312,8312,9031.5,9751,10470.5,11190,11152.5,11115,11077.5,11040,10056,9072,8088,7104,7104,9450,11796,14142,16488,16081,15674,15267,14860,12617,10374,8131,5888,5888,6506,7124,7742,8360,8610,8860,9110,9360
945-12897-2505-101,,,SHIELD Console,MG,T214,SY,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2004,3125,4246,5367,4484,3363,2242,1121,,,,,,2608.2,5216.4,7824.6,10432.8,10432.8,7824.6,5216.4,2608.2,,,,,,,,,,,,,,,,,,,1546,3092,4637.999,6183.999,6183.999,4637.999,3092,1546,,,,,
945-12897-2505-101,,,SHIELD Console,MG,T214,SY,Raw Forecast,SalesOpps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2706,3136,3396,3739,3719,5267,4828,2840,1233,3727,4461,1191,5991,15726,14841,12547,14577,11471,10168,8084,13062,10638,9770,6497,5579,13967,13282,17903,17765,17613,17466,17466,17322,17322,17294,17849,18549,19312,19416,18977,17004,22119,22015,16993,15098,10202,15112,13300,10483,15546,16293,12470,12907,17220,15265,16030
945-12897-2505-101,,,SHIELD Console,MG,T214,SY,Raw Forecast,RollingDemand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2050,2006,1063,216,2472,3342,72,4872,15000,14356,11916,13596,10848,9672,7734,13062,10638,8794,5394,4338,12574,12718,17466,17466,17466,17466,17466,17322,17322,17294,17294,17294,17294,17294,17294,15854,21732,21732,16826,15098,10202,15112,13300,9560,12728,12008,6572,6572,11420,9572,10590
945-12897-2505-101,,,SHIELD Console,MG,T214,SY,Raw Forecast,ChannelInv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,60,60,60,60,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,525,2026,4076,7338,10639,9188,8335,8082,7386,8158,5823,4901,3395,4404,5056,5566,5178,5568,5197,3578,3373,3131,3100,3293,3377,3873,4407,4608,4824,5115,5242,5483,5676,7083,8887,7389,9231,9160,9237,10883,12781,18464,23597
945-13430-2500-000,,,SHIELD Console,MG,T214,BD,Raw Demand,Demand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6480,6480,12960,12960,7631,10725,24480,21605,29590,24031,26140,26407,20850,28338,16244,15987,16013,151,187,249,92,71,87,67,89,155,151,176,150,95,3984,4015,4130,4108,5237,5305,5395,7864,3017,3072,18559,10409,16069,15959,12825,11752,7857,7795,3979,2060,2049,2048,2022,2073,159,161,159,150
945-13430-2500-000,,,SHIELD Console,MG,T214,BD,Raw Forecast,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3797,7594,11391,15188,14544.5,14544.5,14544.5,14544.5,16283.8,19686.8,23089.8,26492.8,28800,26843.25,23966.25,21089.25,18212.25,15066.5,12987,10907.5,6924.5,6437.8,5805.1,5172.4,6443.2,6443.2,5097.4,3751.6,2405.8,1060,2813.75,4567.5,6321.25,8075,7496.05,6917.1,6338.15,5759.2,5759.2,6533.4,7307.6,8081.8,8856,9412,9968,10524,11080,10187.6,9295.2,8402.8,7510.4,7510.4,9006.3,10502.2,11998.1,13494,13762.75,14031.5,14300.25,14569
945-13430-2500-000,,,SHIELD Console,MG,T214,BD,Raw Forecast,JFF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10332,16557.8,22783.6,29009.399,24903.199,18677.399,12451.6,6225.8,,,,,,,,,,,,,,,,,,,137.6,275.2,412.799,550.399,550.399,412.799,275.2,137.6,,,,,,,,,,,,,,,,,,
